order_id;product_name;fournisseur;order_date;quantity;unit_price;total_price
28;Tablette graphique;MouseMaster;01/01/2024;;583.82;
29;"Disque dur interne 3.5""";TechSolutions;01/01/2024;14.0;186.12;2605.66
30;Carte mere Z490;DisplayWorld;01/01/2024;;;
31;Barre de son 2.1;MouseMaster;01/01/2024;42.0;468.12;19660.95
32;Camera de securite IP;MouseMaster;01/01/2024;48.0;522.28;25069.32
33;Disque SSD M.2 512GB;MouseMaster;01/01/2024;37.0;;
34;Support pour laptop;KeyboardPro;01/01/2024;48.0;110.5;5304.11
35;Cable Ethernet CAT6;TechSolutions;01/01/2024;15.0;401.91;6028.58
36;Disque dur NAS 8TB;MouseMaster;01/01/2024;44.0;;
37;Clavier retroeclaire;DisplayWorld;01/01/2024;41.0;;
38;Souris sans fil;DisplayWorld;01/01/2024;17.0;259.87;4417.72
39;"Moniteur ultra-large 34""";DisplayWorld;01/01/2024;28.0;1059.75;29672.97
40;Enceintes de bureau;KeyboardPro;01/01/2024;;1100.28;
41;Station meteo connectee;KeyboardPro;01/01/2024;24.0;1695.69;40696.45
42;Cle de securite USB;KeyboardPro;01/01/2024;;;
43;Disque dur SSD 2TB;KeyboardPro;01/01/2024;20.0;1055.49;21109.79
44;Kit de montage PC;DataStore;01/01/2024;11.0;;
45;Ventilateur PC RGB;KeyboardPro;01/01/2024;29.0;;
46;Cable DisplayPort;KeyboardPro;01/01/2024;;1204.06;
47;Microphone USB professionnel;KeyboardPro;01/01/2024;21.0;432.34;9079.12
48;Ecran gaming 144Hz;TechSolutions;01/01/2024;10.0;;
49;Disque dur externe SSD 1TB;TechSolutions;01/01/2024;32.0;406.94;13022.11
50;Adaptateur USB-C vers HDMI;KeyboardPro;01/01/2024;;289.3;
51;Support vertical pour laptop;MouseMaster;01/01/2024;31.0;233.06;7224.75
52;"Disque dur interne 2.5""";MouseMaster;01/01/2024;;1070.07;
53;Clavier ergonomique;TechSolutions;01/01/2024;26.0;1504.05;39105.26
54;Souris gamer sans fil;MouseMaster;01/01/2024;24.0;569.44;13666.62
55;"Ecran 24"" Full HD";DataStore;01/01/2024;32.0;268.78;8601.04
56;Camera de conference;DataStore;01/01/2024;27.0;;
57;Enceintes Bluetooth portables;DataStore;01/01/2024;13.0;156.85;2039.01
58;Disque SSD PCIe NVMe;DisplayWorld;01/01/2024;20.0;1062.56;21251.14
59;Hub USB-C multiport;TechSolutions;01/01/2024;;660.47;
60;Cable d’alimentation secteur;KeyboardPro;01/01/2024;46.0;1292.53;59456.19
61;Disque dur externe 4TB;DataStore;01/01/2024;19.0;;
62;Cle de cryptage USB;KeyboardPro;01/01/2024;31.0;;
63;Support pour moniteur;MouseMaster;01/01/2024;;399.48;
64;Disque dur interne 3TB;DisplayWorld;01/01/2024;;178.48;
65;Microphone de studio;KeyboardPro;01/01/2024;;1388.77;
66;"Ecran 32"" 4K UHD";DisplayWorld;01/01/2024;49.0;119.7;5865.26
67;Disque SSD portable 512GB;DisplayWorld;01/01/2024;;1262.81;
68;Cable USB 3.0;DataStore;01/01/2024;59.0;837.57;49416.63
69;Ventilateur pour GPU;DisplayWorld;01/01/2024;47.0;727.35;34185.66
70;Disque dur interne 1TB;DisplayWorld;01/01/2024;25.0;853.79;21344.86
71;Clavier mecanique retroeclaire;DisplayWorld;01/01/2024;48.0;1347.62;64685.82
72;Souris optique gaming;KeyboardPro;01/01/2024;20.0;689.28;13785.54
73;"Ecran portable 13""";MouseMaster;01/01/2024;24.0;1224.13;29379.01
74;Camera de webcam 4K;DataStore;01/01/2024;36.0;;
75;Disque dur externe 5TB;DisplayWorld;01/01/2024;50.0;204.14;10206.95
76;Adaptateur Ethernet USB;DataStore;01/01/2024;;843.67;
77;Support pour disque dur;MouseMaster;01/01/2024;22.0;981.67;21596.74
78;Disque SSD SATA 1TB;KeyboardPro;01/01/2024;16.0;710.03;11360.54
79;Cle USB 64GB;TechSolutions;01/01/2024;11.0;;
80;Microphone de streaming;KeyboardPro;01/01/2024;45.0;1610.01;72450.5
81;"Ecran 27"" IPS";KeyboardPro;01/01/2024;25.0;1170.16;29254.08
82;Enceintes de gaming 5.1;KeyboardPro;01/01/2024;28.0;471.32;13197.05
83;Disque dur interne 4TB;KeyboardPro;01/01/2024;39.0;1140.0;44459.98
84;Cable HDMI 2.0;MouseMaster;01/01/2024;26.0;1660.79;43180.57
85;Disque SSD M.2 1TB;DataStore;01/01/2024;;323.97;
86;Support pour casque audio;DisplayWorld;01/01/2024;;1806.94;
87;Disque dur interne 6TB;MouseMaster;01/01/2024;27.0;345.18;9319.79
88;Cle de securite biometrie;DisplayWorld;01/01/2024;;1797.04;
89;Support pour laptop avec refroidissement;TechSolutions;01/01/2024;29.0;1134.75;32907.74
90;Laptop Gaming ROG;DisplayWorld;16/01/2024;13.0;245.75;3194.8
91;SSD 1TB NVMe;TechSolutions;16/01/2024;;180.78;
92;"Moniteur 27"" 4K";TechSolutions;16/01/2024;27.0;503.66;13598.75
93;Clavier mecanique;KeyboardPro;16/01/2024;;1632.73;
94;Souris Gaming RGB;TechSolutions;16/01/2024;15.0;1597.45;23961.75
95;Carte graphique RTX 3080;TechSolutions;16/01/2024;11.0;;
96;RAM 16GB DDR4;KeyboardPro;16/01/2024;;809.8;
97;Disque dur externe 2TB;MouseMaster;16/01/2024;18.0;779.98;14039.71
98;Casque audio gaming;MouseMaster;16/01/2024;31.0;1512.45;46885.8
99;Imprimante laser couleur;TechSolutions;16/01/2024;17.0;206.87;3516.71
100;Webcam HD 1080p;TechSolutions;16/01/2024;53.0;200.11;10605.97
101;Enceintes Bluetooth;KeyboardPro;16/01/2024;20.0;1366.93;27338.66
102;Station d'accueil USB-C;MouseMaster;16/01/2024;17.0;;
103;Powerbank 20000mAh;MouseMaster;16/01/2024;25.0;1155.83;28895.66
104;Routeur Wi-Fi 6;DisplayWorld;16/01/2024;;72.71;
105;Switch Ethernet 24 ports;KeyboardPro;16/01/2024;41.0;1650.81;67683.24
106;Microphone cardioide;DisplayWorld;16/01/2024;;1539.14;
107;Disque SSD portable 1TB;DataStore;16/01/2024;38.0;;
108;Ventilateur CPU RGB;MouseMaster;16/01/2024;37.0;;
109;Boitier PC ATX;DataStore;16/01/2024;37.0;;
110;Alimentation 750W;TechSolutions;16/01/2024;22.0;623.07;13707.61
111;Kit de refroidissement liquide;DisplayWorld;16/01/2024;32.0;544.6;17427.3
112;Cle USB 128GB;DisplayWorld;16/01/2024;29.0;1786.48;51807.81
113;Hub USB 4 ports;TechSolutions;16/01/2024;17.0;284.79;4841.36
114;Adaptateur HDMI 4K;TechSolutions;16/01/2024;28.0;1471.09;41190.46
115;"Ecran tactile 15""";TechSolutions;16/01/2024;;694.6;
116;Projecteur portable;TechSolutions;16/01/2024;39.0;284.43;11092.84
117;Tablette graphique;MouseMaster;16/01/2024;28.0;;
118;"Disque dur interne 3.5""";DisplayWorld;16/01/2024;23.0;1530.67;35205.36
119;Carte mere Z490;TechSolutions;16/01/2024;;642.87;
120;Barre de son 2.1;KeyboardPro;16/01/2024;;592.26;
121;Camera de securite IP;MouseMaster;16/01/2024;;567.59;
122;Disque SSD M.2 512GB;DataStore;16/01/2024;;;
123;Support pour laptop;TechSolutions;16/01/2024;47.0;951.72;44730.78
124;Cable Ethernet CAT6;KeyboardPro;16/01/2024;37.0;671.35;24840.12
125;Disque dur NAS 8TB;DataStore;16/01/2024;;388.61;
126;Clavier retroeclaire;TechSolutions;16/01/2024;;1659.91;
127;Souris sans fil;DisplayWorld;16/01/2024;43.0;;
128;"Moniteur ultra-large 34""";DataStore;16/01/2024;30.0;235.69;7070.64
129;Enceintes de bureau;MouseMaster;16/01/2024;25.0;;
130;Station meteo connectee;DataStore;16/01/2024;;1178.48;
131;Cle de securite USB;TechSolutions;16/01/2024;43.0;525.37;22590.95
132;Disque dur SSD 2TB;DisplayWorld;16/01/2024;15.0;1716.59;25748.88
133;Kit de montage PC;MouseMaster;16/01/2024;25.0;338.03;8450.84
134;Ventilateur PC RGB;KeyboardPro;16/01/2024;12.0;;
135;Cable DisplayPort;DisplayWorld;16/01/2024;30.0;1540.48;46214.48
136;Microphone USB professionnel;TechSolutions;16/01/2024;11.0;;
137;Ecran gaming 144Hz;MouseMaster;16/01/2024;35.0;;
138;Disque dur externe SSD 1TB;DisplayWorld;16/01/2024;23.0;1088.62;25038.26
139;Adaptateur USB-C vers HDMI;MouseMaster;16/01/2024;27.0;1690.82;45652.16
140;Support vertical pour laptop;DataStore;16/01/2024;29.0;1268.84;36796.36
141;"Disque dur interne 2.5""";DataStore;16/01/2024;24.0;1119.47;26867.4
142;Clavier ergonomique;TechSolutions;16/01/2024;39.0;1255.95;48982.12
143;Souris gamer sans fil;MouseMaster;16/01/2024;31.0;444.53;13780.3
144;"Ecran 24"" Full HD";DisplayWorld;16/01/2024;33.0;553.19;18255.14
145;Camera de conference;TechSolutions;16/01/2024;;466.74;
146;Enceintes Bluetooth portables;DisplayWorld;16/01/2024;22.0;950.47;20910.43
147;Disque SSD PCIe NVMe;MouseMaster;16/01/2024;;831.2;
148;Hub USB-C multiport;MouseMaster;16/01/2024;17.0;519.67;8834.35
149;Cable d’alimentation secteur;KeyboardPro;16/01/2024;30.0;569.5;17084.88
150;Disque dur externe 4TB;DataStore;16/01/2024;35.0;748.14;26184.95
151;Cle de cryptage USB;MouseMaster;16/01/2024;26.0;98.16;2552.03
152;Support pour moniteur;MouseMaster;16/01/2024;;963.77;
153;Disque dur interne 3TB;DataStore;16/01/2024;30.0;;
154;Microphone de studio;KeyboardPro;16/01/2024;37.0;509.58;18854.6
155;"Ecran 32"" 4K UHD";DisplayWorld;16/01/2024;14.0;926.83;12975.57
156;Disque SSD portable 512GB;DataStore;16/01/2024;31.0;1496.97;46406.11
157;Cable USB 3.0;DataStore;16/01/2024;;702.57;
158;Ventilateur pour GPU;KeyboardPro;16/01/2024;;1111.66;
159;Disque dur interne 1TB;MouseMaster;16/01/2024;35.0;;
160;Clavier mecanique retroeclaire;MouseMaster;16/01/2024;35.0;1629.07;57017.47
161;Souris optique gaming;DataStore;16/01/2024;47.0;1149.69;54035.45
162;"Ecran portable 13""";DataStore;16/01/2024;34.0;1423.64;48403.73
163;Camera de webcam 4K;TechSolutions;16/01/2024;;996.48;
164;Disque dur externe 5TB;KeyboardPro;16/01/2024;55.0;1085.96;59727.96
165;Adaptateur Ethernet USB;TechSolutions;16/01/2024;10.0;578.25;5782.5
166;Support pour disque dur;DisplayWorld;16/01/2024;;438.09;
167;Disque SSD SATA 1TB;TechSolutions;16/01/2024;33.0;266.25;8786.19
168;Cle USB 64GB;MouseMaster;16/01/2024;35.0;2127.57;74465.03
169;Microphone de streaming;DisplayWorld;16/01/2024;39.0;346.94;13530.53
170;"Ecran 27"" IPS";MouseMaster;16/01/2024;45.0;362.75;16323.79
171;Enceintes de gaming 5.1;MouseMaster;16/01/2024;45.0;;
172;Disque dur interne 4TB;DataStore;16/01/2024;39.0;1834.97;71563.92
173;Cable HDMI 2.0;MouseMaster;16/01/2024;;1096.13;
174;Disque SSD M.2 1TB;MouseMaster;16/01/2024;22.0;706.01;15532.24
175;Support pour casque audio;MouseMaster;16/01/2024;33.0;163.31;5389.15
176;Disque dur interne 6TB;KeyboardPro;16/01/2024;31.0;1935.8;60009.86
177;Cle de securite biometrie;DataStore;16/01/2024;25.0;;
178;Support pour laptop avec refroidissement;TechSolutions;16/01/2024;28.0;583.75;16345.11
179;Laptop Gaming ROG;MouseMaster;31/01/2024;41.0;2085.62;85510.23
180;SSD 1TB NVMe;DataStore;31/01/2024;;1075.73;
181;"Moniteur 27"" 4K";DataStore;31/01/2024;19.0;1195.16;22708.12
182;Clavier mecanique;DataStore;31/01/2024;32.0;1622.41;51917.02
183;Souris Gaming RGB;KeyboardPro;31/01/2024;30.0;1639.66;49189.75
184;Carte graphique RTX 3080;TechSolutions;31/01/2024;45.0;1039.35;46770.68
185;RAM 16GB DDR4;KeyboardPro;31/01/2024;36.0;1810.52;65178.64
186;Disque dur externe 2TB;TechSolutions;31/01/2024;29.0;172.69;5008.11
187;Casque audio gaming;KeyboardPro;31/01/2024;12.0;;
188;Imprimante laser couleur;MouseMaster;31/01/2024;16.0;;
189;Webcam HD 1080p;TechSolutions;31/01/2024;25.0;537.13;13428.16
190;Enceintes Bluetooth;KeyboardPro;31/01/2024;51.0;761.14;38818.05
191;Station d'accueil USB-C;KeyboardPro;31/01/2024;;1064.23;
192;Powerbank 20000mAh;TechSolutions;31/01/2024;20.0;318.91;6378.21
193;Routeur Wi-Fi 6;DisplayWorld;31/01/2024;;403.2;
194;Switch Ethernet 24 ports;DisplayWorld;31/01/2024;32.0;195.41;6253.0
195;Microphone cardioide;MouseMaster;31/01/2024;30.0;;
196;Disque SSD portable 1TB;DisplayWorld;31/01/2024;12.0;;
197;Ventilateur CPU RGB;DataStore;31/01/2024;;1760.16;
198;Boitier PC ATX;DataStore;31/01/2024;22.0;106.44;2341.74
199;Alimentation 750W;DisplayWorld;31/01/2024;;983.25;
200;Kit de refroidissement liquide;DataStore;31/01/2024;13.0;491.88;6394.42
201;Cle USB 128GB;KeyboardPro;31/01/2024;11.0;494.18;5436.02
202;Hub USB 4 ports;TechSolutions;31/01/2024;27.0;790.92;21354.77
203;Adaptateur HDMI 4K;DisplayWorld;31/01/2024;32.0;891.43;28525.84
204;"Ecran tactile 15""";DisplayWorld;31/01/2024;31.0;1236.38;38327.7
205;Projecteur portable;DataStore;31/01/2024;46.0;;
206;Tablette graphique;DataStore;31/01/2024;;1256.72;
207;"Disque dur interne 3.5""";DisplayWorld;31/01/2024;;1370.7;
208;Carte mere Z490;KeyboardPro;31/01/2024;;;
209;Barre de son 2.1;DisplayWorld;31/01/2024;42.0;562.66;23631.7
210;Camera de securite IP;KeyboardPro;31/01/2024;10.0;162.32;1623.17
211;Disque SSD M.2 512GB;DataStore;31/01/2024;;1889.42;
212;Support pour laptop;DisplayWorld;31/01/2024;47.0;329.18;15471.49
213;Cable Ethernet CAT6;TechSolutions;31/01/2024;37.0;1521.88;56309.54
214;Disque dur NAS 8TB;DisplayWorld;31/01/2024;46.0;;
215;Clavier retroeclaire;DataStore;31/01/2024;26.0;711.08;18488.06
216;Souris sans fil;DisplayWorld;31/01/2024;25.0;802.17;20054.13
217;"Moniteur ultra-large 34""";DataStore;31/01/2024;30.0;806.88;24206.31
218;Enceintes de bureau;TechSolutions;31/01/2024;24.0;1458.28;34998.79
219;Station meteo connectee;MouseMaster;31/01/2024;;1184.74;
220;Cle de securite USB;MouseMaster;31/01/2024;30.0;;
221;Disque dur SSD 2TB;DisplayWorld;31/01/2024;32.0;2104.03;67329.02
222;Kit de montage PC;KeyboardPro;31/01/2024;38.0;1207.56;45887.26
223;Ventilateur PC RGB;DataStore;31/01/2024;20.0;;
224;Cable DisplayPort;DisplayWorld;31/01/2024;32.0;518.85;16603.11
225;Microphone USB professionnel;DisplayWorld;31/01/2024;22.0;1190.38;26188.34
226;Ecran gaming 144Hz;TechSolutions;31/01/2024;14.0;1933.69;27071.67
227;Disque dur externe SSD 1TB;DataStore;31/01/2024;21.0;1132.75;23787.84
228;Adaptateur USB-C vers HDMI;MouseMaster;31/01/2024;22.0;937.72;20629.8
229;Support vertical pour laptop;TechSolutions;31/01/2024;17.0;795.04;13515.7
230;"Disque dur interne 2.5""";DisplayWorld;31/01/2024;13.0;1768.54;22991.04
231;Clavier ergonomique;MouseMaster;31/01/2024;51.0;909.54;46386.79
232;Souris gamer sans fil;DisplayWorld;31/01/2024;29.0;1223.78;35489.54
233;"Ecran 24"" Full HD";TechSolutions;31/01/2024;15.0;;
234;Camera de conference;KeyboardPro;31/01/2024;;;
235;Enceintes Bluetooth portables;KeyboardPro;31/01/2024;45.0;952.56;42865.1
236;Disque SSD PCIe NVMe;KeyboardPro;31/01/2024;36.0;1714.01;61704.37
237;Hub USB-C multiport;KeyboardPro;31/01/2024;34.0;1245.02;42330.63
238;Cable d’alimentation secteur;KeyboardPro;31/01/2024;;1349.69;
239;Disque dur externe 4TB;KeyboardPro;31/01/2024;29.0;718.25;20829.12
240;Cle de cryptage USB;DataStore;31/01/2024;;;
241;Support pour moniteur;DisplayWorld;31/01/2024;20.0;1111.47;22229.35
242;Disque dur interne 3TB;KeyboardPro;31/01/2024;13.0;;
243;Microphone de studio;DataStore;31/01/2024;17.0;562.27;9558.6
244;"Ecran 32"" 4K UHD";DisplayWorld;31/01/2024;24.0;;
245;Disque SSD portable 512GB;DisplayWorld;31/01/2024;;;
246;Cable USB 3.0;KeyboardPro;31/01/2024;;432.75;
247;Ventilateur pour GPU;DataStore;31/01/2024;12.0;1547.08;18564.96
248;Disque dur interne 1TB;MouseMaster;31/01/2024;53.0;748.54;39672.38
249;Clavier mecanique retroeclaire;KeyboardPro;31/01/2024;14.0;749.2;10488.76
250;Souris optique gaming;TechSolutions;31/01/2024;10.0;1370.8;13708.03
251;"Ecran portable 13""";TechSolutions;31/01/2024;25.0;788.45;19711.22
252;Camera de webcam 4K;TechSolutions;31/01/2024;;941.89;
253;Disque dur externe 5TB;DisplayWorld;31/01/2024;;1290.2;
254;Adaptateur Ethernet USB;DataStore;31/01/2024;40.0;175.15;7005.88
255;Support pour disque dur;KeyboardPro;31/01/2024;52.0;748.54;38924.26
256;Disque SSD SATA 1TB;KeyboardPro;31/01/2024;40.0;1986.08;79443.33
257;Cle USB 64GB;TechSolutions;31/01/2024;44.0;511.19;22492.46
258;Microphone de streaming;KeyboardPro;31/01/2024;45.0;;
259;"Ecran 27"" IPS";MouseMaster;31/01/2024;42.0;1214.95;51027.74
260;Enceintes de gaming 5.1;MouseMaster;31/01/2024;;208.29;
261;Disque dur interne 4TB;MouseMaster;31/01/2024;41.0;;
262;Cable HDMI 2.0;TechSolutions;31/01/2024;55.0;534.47;29396.07
263;Disque SSD M.2 1TB;MouseMaster;31/01/2024;22.0;1156.57;25444.5
264;Support pour casque audio;MouseMaster;31/01/2024;13.0;;
265;Disque dur interne 6TB;DataStore;31/01/2024;28.0;1192.54;33391.05
266;Cle de securite biometrie;DataStore;31/01/2024;47.0;468.61;22024.86
267;Support pour laptop avec refroidissement;MouseMaster;31/01/2024;38.0;127.49;4844.53
268;Laptop Gaming ROG;MouseMaster;15/02/2024;28.0;687.92;19261.71
269;SSD 1TB NVMe;KeyboardPro;15/02/2024;15.0;;
270;"Moniteur 27"" 4K";KeyboardPro;15/02/2024;27.0;1044.74;28208.0
271;Clavier mecanique;DataStore;15/02/2024;;1560.43;
272;Souris Gaming RGB;DisplayWorld;15/02/2024;27.0;946.01;25542.22
273;Carte graphique RTX 3080;MouseMaster;15/02/2024;59.0;1633.13;96354.87
274;RAM 16GB DDR4;MouseMaster;15/02/2024;19.0;1102.27;20943.16
275;Disque dur externe 2TB;MouseMaster;15/02/2024;11.0;1407.01;15477.09
276;Casque audio gaming;DisplayWorld;15/02/2024;22.0;2289.89;50377.51
277;Imprimante laser couleur;MouseMaster;15/02/2024;10.0;1670.28;16702.79
278;Webcam HD 1080p;DisplayWorld;15/02/2024;37.0;434.1;16061.6
279;Enceintes Bluetooth;DataStore;15/02/2024;20.0;1903.57;38071.4
280;Station d'accueil USB-C;DisplayWorld;15/02/2024;;;
281;Powerbank 20000mAh;DataStore;15/02/2024;41.0;;
282;Routeur Wi-Fi 6;KeyboardPro;15/02/2024;22.0;1099.76;24194.68
283;Switch Ethernet 24 ports;TechSolutions;15/02/2024;;784.59;
284;Microphone cardioide;DisplayWorld;15/02/2024;47.0;205.23;9645.65
285;Disque SSD portable 1TB;KeyboardPro;15/02/2024;23.0;639.27;14703.18
286;Ventilateur CPU RGB;DataStore;15/02/2024;34.0;1403.61;47722.89
287;Boitier PC ATX;DataStore;15/02/2024;11.0;968.63;10654.97
288;Alimentation 750W;TechSolutions;15/02/2024;29.0;436.21;12650.14
289;Kit de refroidissement liquide;TechSolutions;15/02/2024;44.0;1572.54;69191.77
290;Cle USB 128GB;DataStore;15/02/2024;31.0;831.04;25762.3
291;Hub USB 4 ports;DataStore;15/02/2024;;750.94;
292;Adaptateur HDMI 4K;DisplayWorld;15/02/2024;;207.25;
293;"Ecran tactile 15""";DisplayWorld;15/02/2024;48.0;1609.9;77275.39
294;Projecteur portable;DataStore;15/02/2024;27.0;970.85;26212.99
295;Tablette graphique;DataStore;15/02/2024;45.0;491.77;22129.85
296;"Disque dur interne 3.5""";DisplayWorld;15/02/2024;29.0;469.74;13622.57
297;Carte mere Z490;DataStore;15/02/2024;37.0;1403.25;51920.43
298;Barre de son 2.1;DataStore;15/02/2024;31.0;300.42;9313.05
299;Camera de securite IP;KeyboardPro;15/02/2024;46.0;1206.56;55501.86
300;Disque SSD M.2 512GB;DisplayWorld;15/02/2024;30.0;109.58;3287.34
301;Support pour laptop;MouseMaster;15/02/2024;50.0;361.86;18092.77
302;Cable Ethernet CAT6;MouseMaster;15/02/2024;19.0;;
303;Disque dur NAS 8TB;TechSolutions;15/02/2024;44.0;919.65;40464.72
304;Clavier retroeclaire;MouseMaster;15/02/2024;16.0;975.62;15609.89
305;Souris sans fil;KeyboardPro;15/02/2024;42.0;528.5;22196.84
306;"Moniteur ultra-large 34""";DataStore;15/02/2024;31.0;1445.58;44812.96
307;Enceintes de bureau;KeyboardPro;15/02/2024;21.0;1527.84;32084.63
308;Station meteo connectee;KeyboardPro;15/02/2024;12.0;1295.55;15546.57
309;Cle de securite USB;DataStore;15/02/2024;24.0;2046.33;49111.9
310;Disque dur SSD 2TB;DisplayWorld;15/02/2024;;947.55;
311;Kit de montage PC;TechSolutions;15/02/2024;30.0;426.71;12801.15
312;Ventilateur PC RGB;MouseMaster;15/02/2024;14.0;;
313;Cable DisplayPort;TechSolutions;15/02/2024;;;
314;Microphone USB professionnel;KeyboardPro;15/02/2024;25.0;1449.77;36244.36
315;Ecran gaming 144Hz;DataStore;15/02/2024;31.0;890.22;27596.96
316;Disque dur externe SSD 1TB;TechSolutions;15/02/2024;;616.9;
317;Adaptateur USB-C vers HDMI;TechSolutions;15/02/2024;11.0;1703.21;18735.31
318;Support vertical pour laptop;MouseMaster;15/02/2024;38.0;182.18;6922.78
319;"Disque dur interne 2.5""";DisplayWorld;15/02/2024;34.0;1258.78;42798.36
320;Clavier ergonomique;TechSolutions;15/02/2024;36.0;893.08;32150.73
321;Souris gamer sans fil;KeyboardPro;15/02/2024;29.0;2740.9;79486.23
322;"Ecran 24"" Full HD";DataStore;15/02/2024;18.0;452.42;8143.54
323;Camera de conference;DisplayWorld;15/02/2024;;1780.08;
324;Enceintes Bluetooth portables;DataStore;15/02/2024;36.0;94.64;3406.9
325;Disque SSD PCIe NVMe;TechSolutions;15/02/2024;25.0;1377.24;34430.94
326;Hub USB-C multiport;DisplayWorld;15/02/2024;;1290.26;
327;Cable d’alimentation secteur;DisplayWorld;15/02/2024;;909.67;
328;Disque dur externe 4TB;DisplayWorld;15/02/2024;24.0;;
329;Cle de cryptage USB;DataStore;15/02/2024;30.0;1088.29;32648.73
330;Support pour moniteur;DisplayWorld;15/02/2024;39.0;1095.23;42714.07
331;Disque dur interne 3TB;KeyboardPro;15/02/2024;36.0;669.49;24101.64
332;Microphone de studio;DisplayWorld;15/02/2024;;1720.86;
333;"Ecran 32"" 4K UHD";DisplayWorld;15/02/2024;11.0;395.3;4348.29
334;Disque SSD portable 512GB;MouseMaster;15/02/2024;16.0;122.14;1954.19
335;Cable USB 3.0;MouseMaster;15/02/2024;33.0;;
336;Ventilateur pour GPU;MouseMaster;15/02/2024;41.0;105.49;4325.26
337;Disque dur interne 1TB;DataStore;15/02/2024;45.0;1636.87;73659.33
338;Clavier mecanique retroeclaire;TechSolutions;15/02/2024;27.0;;
339;Souris optique gaming;MouseMaster;15/02/2024;31.0;;
340;"Ecran portable 13""";DisplayWorld;15/02/2024;18.0;229.78;4135.97
341;Camera de webcam 4K;DataStore;15/02/2024;30.0;620.68;18620.39
342;Disque dur externe 5TB;TechSolutions;15/02/2024;44.0;1291.44;56823.47
343;Adaptateur Ethernet USB;DisplayWorld;15/02/2024;10.0;968.32;9683.22
344;Support pour disque dur;DisplayWorld;15/02/2024;;1617.11;
345;Disque SSD SATA 1TB;DisplayWorld;15/02/2024;29.0;1470.26;42637.57
346;Cle USB 64GB;KeyboardPro;15/02/2024;18.0;1743.09;31375.61
347;Microphone de streaming;DisplayWorld;15/02/2024;;;
348;"Ecran 27"" IPS";DataStore;15/02/2024;45.0;1930.35;86865.58
349;Enceintes de gaming 5.1;DataStore;15/02/2024;;;
350;Disque dur interne 4TB;MouseMaster;15/02/2024;37.0;;
351;Cable HDMI 2.0;DataStore;15/02/2024;10.0;1701.3;17013.0
352;Disque SSD M.2 1TB;DataStore;15/02/2024;18.0;275.39;4956.94
353;Support pour casque audio;MouseMaster;15/02/2024;21.0;1155.08;24256.72
354;Disque dur interne 6TB;DisplayWorld;15/02/2024;30.0;353.25;10597.41
355;Cle de securite biometrie;DisplayWorld;15/02/2024;27.0;1944.68;52506.41
356;Support pour laptop avec refroidissement;KeyboardPro;15/02/2024;26.0;498.56;12962.47
357;Laptop Gaming ROG;TechSolutions;01/03/2024;;1379.59;
358;SSD 1TB NVMe;TechSolutions;01/03/2024;34.0;2194.35;74607.87
359;"Moniteur 27"" 4K";MouseMaster;01/03/2024;25.0;1896.41;47410.34
360;Clavier mecanique;DataStore;01/03/2024;33.0;;
361;Souris Gaming RGB;TechSolutions;01/03/2024;22.0;;
362;Carte graphique RTX 3080;MouseMaster;01/03/2024;33.0;462.58;15265.23
363;RAM 16GB DDR4;DataStore;01/03/2024;;;
